2014-10-1,57.96929672244005
2014-10-2,45.363989354576916
2014-10-3,32.25584340078058
2014-10-6,66.39395693381084
2014-10-7,57.891718303522794
2014-10-8,53.52616036328254
2014-10-9,47.37056706513977
2014-10-10,94.12377436363022
2014-10-14,51.15535027516307
2014-10-15,64.56233777146554
2014-10-16,52.96031925891293
2014-10-17,40.42548122242442
2014-10-20,62.954109429963864
2014-10-21,60.61493091075681
2014-10-22,64.70566475079977
2014-10-23,58.550071452656994
2014-10-24,104.72997083383962
2014-10-27,64.67403318188735
2014-10-28,62.19152768334607
2014-10-29,58.82925859838724
2014-10-30,51.52704946562881
2014-10-31,46.44521435414208
2014-11-4,58.60663476391346
2014-11-5,60.11748297608574
2014-11-6,48.22881050486467
2014-11-7,98.8518462451757
2014-11-10,62.95239099371247
2014-11-11,64.62636789566022
2014-11-12,62.41071464531706
2014-11-13,47.79882956689107
2014-11-14,46.87347685589339
2014-11-17,72.8419525672798
2014-11-18,62.61979018509737
2014-11-19,61.6940797487041
2014-11-20,60.69825770633179
2014-11-21,106.30484917020658
2014-11-25,69.35615821345709
2014-11-26,69.86371757034794
2014-11-27,54.1052166572772
2014-11-28,47.59011175253545
